id,n_lines_gt,n_lines_pred,n_line_cmds_gt,n_line_cmds_pred,gt_h,gt_v,pred_h,pred_v,ratio_h_sample,ratio_v_sample,par_recall_hits,par_recall_denom,par_recall_index_aligned,perp_recall_hits,perp_recall_denom,perp_recall_index_aligned,pair_recall_extrude_count_mismatch,pair_recall_extrudes_skipped_line_mismatch,parse_ok_gt,parse_ok_pred
00000007,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000061,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000070,12,12,12,12,0,0,1,2,,,0,6,0.0,1,6,0.16666666666666666,False,0,True,True
00000073,12,12,12,12,6,6,6,6,1.0,1.0,6,6,1.0,12,12,1.0,False,0,True,True
00000102,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000119,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000123,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000126,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000131,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000132,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000133,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000134,4,4,4,4,1,2,1,2,1.0,1.0,1,1,1.0,2,2,1.0,False,0,True,True
00000144,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000168,9,9,9,9,5,4,5,4,1.0,1.0,16,16,1.0,20,20,1.0,False,0,True,True
00000172,16,16,16,16,8,8,8,8,1.0,1.0,24,24,1.0,32,32,1.0,False,0,True,True
00000190,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000251,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000257,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000272,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000329,6,6,6,6,4,2,4,2,1.0,1.0,7,7,1.0,8,8,1.0,False,0,True,True
00000330,14,13,14,13,4,6,6,5,1.5,0.8333333333333334,4,4,1.0,8,8,1.0,False,1,True,True
00000346,5,5,5,5,2,3,2,3,1.0,1.0,1,1,1.0,2,2,1.0,False,0,True,True
00000348,12,12,12,12,6,6,6,6,1.0,1.0,6,6,1.0,12,12,1.0,False,0,True,True
00000356,12,12,12,12,4,0,4,0,1.0,,18,18,1.0,0,0,,False,0,True,True
00000363,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000386,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000392,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000413,6,6,6,6,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000418,9,9,9,9,5,3,5,3,1.0,1.0,13,13,1.0,15,15,1.0,False,0,True,True
00000443,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000447,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000470,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000508,32,32,32,32,16,16,16,16,1.0,1.0,16,16,1.0,32,32,1.0,False,0,True,True
00000525,10,10,10,10,5,5,5,5,1.0,1.0,8,8,1.0,13,13,1.0,False,0,True,True
00000544,8,8,8,8,4,4,4,4,1.0,1.0,4,4,1.0,8,8,1.0,False,0,True,True
00000559,6,6,6,6,3,3,3,2,1.0,0.6666666666666666,4,6,0.6666666666666666,9,9,1.0,False,0,True,True
00000615,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000632,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000633,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000638,12,12,12,12,6,6,6,6,1.0,1.0,30,30,1.0,36,36,1.0,False,0,True,True
00000659,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000660,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000679,4,4,4,4,1,1,1,1,1.0,1.0,1,1,1.0,1,1,1.0,False,0,True,True
00000693,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000695,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000696,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000711,24,24,24,24,12,12,9,10,0.75,0.8333333333333334,57,132,0.4318181818181818,100,144,0.6944444444444444,False,0,True,True
00000712,13,14,13,14,7,6,4,7,0.5714285714285714,1.1666666666666667,0,0,,0,0,,False,1,True,True
00000714,12,14,12,14,4,4,4,4,1.0,1.0,0,0,,0,0,,False,1,True,True
00000718,30,30,30,30,14,14,13,14,0.9285714285714286,1.0,13,14,0.9285714285714286,26,29,0.896551724137931,False,0,True,True
00000729,22,22,22,22,10,10,10,9,1.0,0.9,7,8,0.875,16,18,0.8888888888888888,False,0,True,True
00000767,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000796,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000802,7,7,7,7,3,4,3,4,1.0,1.0,9,9,1.0,12,12,1.0,False,0,True,True
00000821,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000834,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00000842,3,3,3,3,0,0,1,0,,,0,0,,0,1,0.0,False,0,True,True
00000843,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000846,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000849,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00000850,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000860,16,17,16,14,12,4,11,2,0.9166666666666666,0.5,10,16,0.625,7,12,0.5833333333333334,True,1,True,True
00000903,4,4,4,4,0,0,0,0,,,0,0,,0,1,0.0,False,0,True,True
00000908,12,12,12,12,6,6,6,6,1.0,1.0,14,14,1.0,20,20,1.0,False,0,True,True
00000927,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000931,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000949,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00000954,11,11,11,11,5,4,5,2,1.0,0.5,7,12,0.5833333333333334,16,16,1.0,False,0,True,True
00000960,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00001000,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001005,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001006,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001009,2,2,2,2,2,0,2,0,1.0,,1,1,1.0,0,0,,False,0,True,True
00001010,2,2,2,2,2,0,2,0,1.0,,1,1,1.0,0,0,,False,0,True,True
00001013,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001014,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001020,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001021,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001034,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001046,3,3,3,3,0,0,1,0,,,0,0,,0,0,,False,0,True,True
00001047,8,8,8,8,4,4,4,4,1.0,1.0,4,4,1.0,8,8,1.0,False,0,True,True
00001049,8,9,8,9,4,4,4,4,1.0,1.0,0,0,,0,0,,False,1,True,True
00001109,8,8,8,8,4,2,4,2,1.0,1.0,7,7,1.0,8,8,1.0,False,0,True,True
00001130,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001164,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001169,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001170,7,7,7,7,3,3,3,3,1.0,1.0,6,6,1.0,9,9,1.0,False,0,True,True
00001171,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001172,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001175,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001210,2,2,2,2,0,1,0,1,,1.0,0,0,,0,0,,False,0,True,True
00001211,4,4,4,4,1,3,1,3,1.0,1.0,0,1,0.0,1,2,0.5,False,0,True,True
00001213,14,14,14,14,2,4,5,3,2.5,0.75,2,12,0.16666666666666666,4,8,0.5,False,0,True,True
00001220,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001227,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001237,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001256,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001306,12,12,12,12,6,6,6,6,1.0,1.0,6,6,1.0,12,12,1.0,False,0,True,True
00001307,12,12,12,12,6,6,6,6,1.0,1.0,14,14,1.0,20,20,1.0,False,0,True,True
00001324,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001330,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001339,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001340,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001341,14,16,14,16,6,4,7,7,1.1666666666666667,1.75,4,4,1.0,8,8,1.0,False,1,True,True
00001348,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001378,9,9,9,9,4,3,4,3,1.0,1.0,3,3,1.0,6,6,1.0,False,0,True,True
00001382,8,8,8,8,4,4,4,4,1.0,1.0,4,4,1.0,8,8,1.0,False,0,True,True
00001390,12,12,12,12,6,6,6,6,1.0,1.0,14,14,1.0,20,20,1.0,False,0,True,True
00001398,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001399,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001400,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001402,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001403,6,6,6,6,3,3,3,3,1.0,1.0,6,6,1.0,9,9,1.0,False,0,True,True
00001405,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001406,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001407,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001408,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001409,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001410,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001411,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001427,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001449,6,6,6,6,4,2,4,2,1.0,1.0,7,7,1.0,8,8,1.0,False,0,True,True
00001490,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001497,8,8,8,8,4,2,4,2,1.0,1.0,3,3,1.0,5,5,1.0,False,0,True,True
00001502,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001503,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001506,6,6,6,6,2,0,2,0,1.0,,3,3,1.0,0,0,,False,0,True,True
00001519,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001533,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001534,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001535,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001537,16,16,16,16,8,8,8,8,1.0,1.0,56,56,1.0,64,64,1.0,False,0,True,True
00001538,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001539,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001541,3,3,3,3,2,0,2,0,1.0,,1,1,1.0,0,0,,False,0,True,True
00001562,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001579,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001590,2,2,2,2,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001614,8,8,8,8,4,4,4,4,1.0,1.0,4,4,1.0,8,8,1.0,False,0,True,True
00001615,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001616,16,20,16,19,4,4,2,7,0.5,1.75,0,0,,0,0,,False,3,True,True
00001623,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001624,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001625,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001633,10,9,10,9,5,4,4,4,0.8,1.0,4,4,1.0,6,6,1.0,False,1,True,True
00001696,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001705,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001708,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001717,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001718,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00001734,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001749,13,15,13,15,4,2,5,4,1.25,2.0,7,7,1.0,8,8,1.0,False,2,True,True
00001776,10,10,10,10,3,3,3,3,1.0,1.0,6,6,1.0,10,10,1.0,False,0,True,True
00001817,20,20,20,20,10,10,10,10,1.0,1.0,10,10,1.0,20,20,1.0,False,0,True,True
00001855,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001863,12,12,12,12,6,6,6,6,1.0,1.0,30,30,1.0,36,36,1.0,False,0,True,True
00001865,8,8,8,8,4,4,4,3,1.0,0.75,9,12,0.75,12,16,0.75,False,0,True,True
00001866,8,8,8,8,4,4,4,3,1.0,0.75,9,12,0.75,12,16,0.75,False,0,True,True
00001867,8,8,8,8,4,4,4,3,1.0,0.75,9,12,0.75,12,16,0.75,False,0,True,True
00001877,6,6,6,6,2,0,2,1,1.0,,1,3,0.3333333333333333,0,0,,False,0,True,True
00001883,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001885,2,2,2,2,0,0,2,0,,,1,1,1.0,0,0,,False,0,True,True
00001897,14,13,13,13,5,6,5,2,1.0,0.3333333333333333,0,0,,0,0,,False,1,True,True
00001905,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001906,13,15,13,15,9,3,10,1,1.1111111111111112,0.3333333333333333,6,9,0.6666666666666666,3,9,0.3333333333333333,False,1,True,True
00001965,14,14,14,14,6,8,6,8,1.0,1.0,6,6,1.0,12,12,1.0,False,0,True,True
00001970,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00001971,11,11,11,11,5,6,5,6,1.0,1.0,25,25,1.0,30,30,1.0,False,0,True,True
00001972,11,11,11,11,4,5,5,3,1.25,0.6,9,17,0.5294117647058824,20,20,1.0,False,0,True,True
00001976,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001977,3,3,3,3,1,1,1,1,1.0,1.0,0,0,,1,1,1.0,False,0,True,True
00001978,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001979,4,4,4,4,1,2,1,2,1.0,1.0,1,1,1.0,5,5,1.0,False,0,True,True
00001989,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00001995,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002014,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002015,8,8,8,8,6,2,6,2,1.0,1.0,4,4,1.0,4,4,1.0,False,0,True,True
00002058,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002059,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002065,6,6,6,6,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002077,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002083,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002090,9,9,9,9,3,2,4,2,1.3333333333333333,1.0,5,6,0.8333333333333334,8,10,0.8,False,0,True,True
00002091,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002096,3,3,3,3,0,1,0,1,,1.0,0,0,,0,0,,False,0,True,True
00002104,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002112,20,20,20,20,10,10,10,8,1.0,0.8,8,10,0.8,16,20,0.8,False,0,True,True
00002193,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002211,7,7,7,7,3,3,3,3,1.0,1.0,6,6,1.0,9,9,1.0,False,0,True,True
00002212,12,12,12,12,6,6,6,6,1.0,1.0,30,30,1.0,36,36,1.0,False,0,True,True
00002226,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002240,8,8,8,8,4,4,4,4,1.0,1.0,4,4,1.0,8,8,1.0,False,0,True,True
00002241,14,14,14,14,4,6,4,6,1.0,1.0,9,9,1.0,12,13,0.9230769230769231,False,0,True,True
00002278,8,8,8,8,4,4,3,4,0.75,1.0,9,12,0.75,16,16,1.0,False,0,True,True
00002290,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002296,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002297,8,8,8,8,4,4,4,4,1.0,1.0,4,4,1.0,8,8,1.0,False,0,True,True
00002298,8,8,8,8,4,4,4,4,1.0,1.0,4,4,1.0,8,8,1.0,False,0,True,True
00002316,7,7,7,7,1,4,1,4,1.0,1.0,2,2,1.0,0,0,,False,0,True,True
00002338,4,4,4,4,2,0,2,1,1.0,,1,1,1.0,0,0,,False,0,True,True
00002347,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002406,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002407,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002421,5,5,5,5,3,2,3,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002426,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002505,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00002506,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00002507,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00002512,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002521,4,4,4,4,0,0,0,0,,,2,2,1.0,4,4,1.0,False,0,True,True
00002522,2,2,2,2,2,0,2,0,1.0,,1,1,1.0,0,0,,False,0,True,True
00002530,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002533,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002570,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002577,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00002594,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002601,8,8,8,8,4,4,4,4,1.0,1.0,4,4,1.0,8,8,1.0,False,0,True,True
00002602,8,8,8,8,4,4,4,4,1.0,1.0,4,4,1.0,8,8,1.0,False,0,True,True
00002606,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002629,3,4,3,3,1,2,1,2,1.0,1.0,0,0,,0,0,,False,1,True,True
00002633,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002680,22,25,22,24,10,8,11,10,1.1,1.25,2,2,1.0,4,4,1.0,False,2,True,True
00002681,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002682,3,3,3,3,1,0,1,0,1.0,,0,0,,0,0,,False,0,True,True
00002698,12,12,12,12,6,6,6,6,1.0,1.0,6,6,1.0,12,12,1.0,False,0,True,True
00002707,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002711,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002719,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00002724,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00002744,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002745,12,12,12,12,5,6,4,5,0.8,0.8333333333333334,7,10,0.7,14,15,0.9333333333333333,False,0,True,True
00002785,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002806,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002840,6,7,6,6,0,6,0,4,,0.6666666666666666,0,0,,0,0,,False,1,True,True
00002852,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002855,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00002886,12,12,12,12,6,6,6,6,1.0,1.0,6,6,1.0,12,12,1.0,False,0,True,True
00002900,30,32,30,32,14,16,10,11,0.7142857142857143,0.6875,0,0,,0,0,,False,1,True,True
00002914,32,32,32,32,16,16,15,15,0.9375,0.9375,14,16,0.875,28,32,0.875,False,0,True,True
00002919,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002957,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002958,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002962,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002963,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00002964,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002970,10,10,10,10,2,4,2,4,1.0,1.0,5,5,1.0,4,4,1.0,False,0,True,True
00002975,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00002988,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003009,18,16,18,15,0,6,2,6,,1.0,0,0,,0,0,,True,3,True,True
00003016,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003117,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00003128,7,7,6,6,3,3,3,2,1.0,0.6666666666666666,4,6,0.6666666666666666,15,15,1.0,False,0,True,True
00003135,28,26,28,26,10,8,10,7,1.0,0.875,5,6,0.8333333333333334,4,4,1.0,False,2,True,True
00003143,22,22,22,22,8,10,10,10,1.25,1.0,12,16,0.75,25,26,0.9615384615384616,False,0,True,True
00003144,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00003149,2,2,2,2,0,0,1,0,,,0,0,,0,0,,False,0,True,True
00003173,11,11,11,11,5,3,5,3,1.0,1.0,3,3,1.0,5,5,1.0,False,0,True,True
00003178,3,3,3,3,2,1,2,1,1.0,1.0,1,1,1.0,2,2,1.0,False,0,True,True
00003187,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003203,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003210,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003211,6,6,6,6,3,3,3,3,1.0,1.0,6,6,1.0,9,9,1.0,False,0,True,True
00003212,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003219,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00003280,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00003288,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003337,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00003377,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00003382,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00003404,24,24,24,24,12,12,12,12,1.0,1.0,12,12,1.0,24,24,1.0,False,0,True,True
00003405,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003407,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003408,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003411,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00003419,10,10,10,10,5,5,5,5,1.0,1.0,8,8,1.0,13,13,1.0,False,0,True,True
00003428,8,8,8,8,4,4,4,4,1.0,1.0,4,4,1.0,8,8,1.0,False,0,True,True
00003443,8,8,8,8,2,4,2,4,1.0,1.0,3,3,1.0,4,4,1.0,False,0,True,True
00003444,8,8,8,8,4,4,3,4,0.75,1.0,9,12,0.75,12,16,0.75,False,0,True,True
00003514,0,0,0,0,0,0,0,0,,,0,0,,0,0,,False,0,True,True
00003517,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
00003519,8,8,8,8,4,4,4,4,1.0,1.0,12,12,1.0,16,16,1.0,False,0,True,True
00003544,4,4,4,4,2,2,2,2,1.0,1.0,2,2,1.0,4,4,1.0,False,0,True,True
